customer_id,gender,age,contract_type,monthly_charges,total_charges,churn_status
4310,Male,44,Two Year,35.72,2336.97,Not Churned
4311,Male,38,One Year,79.54,2191.45,Not Churned
4312,Male,54,Two Year,53.7,4347.5,Churned
4313,Male,31,Month-to-Month,81.69,1337.27,Churned
4314,Male,25,Two Year,61.89,1523.11,Not Churned
4315,Female,66,One Year,95.67,1746.02,Churned
4316,Female,67,Two Year,46.49,2367.03,Not Churned
4317,Female,61,Two Year,85.32,691.8,Not Churned
4318,Male,49,One Year,50.74,1418.91,Not Churned
4319,Male,68,Two Year,73.56,3582.02,Not Churned
4320,Male,58,One Year,60.1,2433.26,Not Churned
4321,Male,41,Two Year,40.71,574.39,Not Churned
4322,Male,61,Month-to-Month,90.58,4572.61,Churned
4323,Male,36,One Year,63.06,3564.61,Churned
4324,Male,53,Two Year,68.18,2301.95,Churned
4325,Male,48,Two Year,79.98,4533.99,Churned
4326,Male,70,Month-to-Month,92.0,4125.14,Not Churned
4327,Male,22,Month-to-Month,31.88,4330.3,Churned
4328,Female,52,One Year,56.15,2962.69,Not Churned
4329,Male,29,Two Year,89.32,2872.01,Churned
4330,Female,59,Two Year,96.89,2855.07,Churned
4331,Female,62,One Year,46.21,777.46,Not Churned
4332,Male,26,Two Year,76.81,744.27,Churned
4333,Male,45,Two Year,33.26,1572.87,Churned
4334,Male,60,Two Year,78.43,3969.83,Not Churned
4335,Male,29,Month-to-Month,63.02,622.63,Not Churned
4336,Male,58,Two Year,60.4,4350.66,Churned
4337,Male,66,One Year,59.81,1261.52,Churned
4338,Female,64,One Year,61.99,3552.98,Not Churned
4339,Female,18,Month-to-Month,81.54,4177.03,Churned
4340,Female,55,Two Year,72.45,4506.86,Churned
4341,Female,54,Month-to-Month,81.79,694.39,Churned
4342,Male,23,Month-to-Month,50.02,4580.87,Churned
4343,Female,36,Two Year,66.9,2901.42,Churned
4344,Male,24,Two Year,47.83,860.23,Churned
4345,Female,23,One Year,85.4,4223.31,Churned
4346,Female,44,Month-to-Month,89.19,4827.19,Not Churned
4347,Female,44,One Year,40.01,2538.52,Churned
4348,Female,38,Month-to-Month,51.59,2649.22,Not Churned
4349,Male,47,Month-to-Month,92.27,2665.03,Not Churned
4350,Male,25,Month-to-Month,59.18,4267.3,Not Churned
4351,Female,43,Month-to-Month,87.66,4011.54,Churned
4352,Female,32,One Year,66.81,3274.93,Churned
4353,Male,30,One Year,62.16,1379.37,Not Churned
4354,Male,20,Month-to-Month,36.37,3507.66,Not Churned
4355,Male,61,Month-to-Month,93.76,675.81,Not Churned
4356,Male,32,Two Year,98.0,3661.51,Churned
4357,Female,49,Two Year,84.51,1304.7,Not Churned
4358,Male,35,One Year,45.65,1922.56,Not Churned
4359,Female,50,Month-to-Month,35.1,1637.72,Churned
4360,Male,65,Month-to-Month,50.39,3352.17,Not Churned
4361,Male,44,Two Year,90.27,1110.8,Not Churned
4362,Female,69,Month-to-Month,75.65,2399.87,Churned
4363,Male,47,Month-to-Month,30.96,2316.36,Not Churned
4364,Male,21,One Year,45.32,1491.23,Not Churned
4365,Male,70,Two Year,65.34,3575.92,Churned
4366,Male,70,One Year,89.23,923.6,Churned
4367,Male,39,One Year,75.63,2653.71,Not Churned
4368,Female,32,Month-to-Month,37.85,2071.01,Churned
4369,Male,36,One Year,75.16,3923.31,Not Churned
4370,Male,40,Month-to-Month,91.39,933.47,Churned
4371,Male,23,One Year,98.06,4929.81,Not Churned
4372,Female,62,Month-to-Month,56.03,4073.35,Not Churned
4373,Male,70,One Year,35.5,510.33,Not Churned
4374,Male,22,Month-to-Month,65.43,3830.96,Not Churned
4375,Female,48,Two Year,71.28,4412.43,Not Churned
4376,Female,42,One Year,63.98,779.26,Churned
4377,Female,55,Two Year,77.79,4257.55,Churned
4378,Male,56,One Year,34.96,3663.5,Not Churned
4379,Male,45,Two Year,77.66,3990.26,Not Churned
4380,Male,21,Two Year,43.84,4071.02,Not Churned
4381,Female,21,Month-to-Month,56.23,3996.27,Churned
4382,Female,52,Two Year,85.32,4228.4,Not Churned
4383,Female,56,One Year,89.38,684.11,Not Churned
4384,Male,70,Month-to-Month,77.13,1264.01,Not Churned
4385,Female,39,Month-to-Month,74.24,2390.52,Churned
4386,Male,20,Month-to-Month,40.69,3317.11,Not Churned
4387,Male,42,Month-to-Month,80.49,1754.2,Not Churned
4388,Female,31,Two Year,75.55,4113.71,Not Churned
4389,Female,69,One Year,31.02,1254.02,Churned
4390,Male,27,Two Year,62.83,2454.53,Not Churned
4391,Female,43,One Year,63.28,939.68,Not Churned
4392,Male,56,One Year,40.4,4735.76,Churned
4393,Male,41,Two Year,48.48,1888.58,Not Churned
4394,Female,41,Two Year,39.72,4111.47,Not Churned
4395,Male,68,Month-to-Month,61.34,3372.52,Not Churned
4396,Female,69,Two Year,31.58,4683.01,Churned
4397,Female,33,One Year,52.64,3991.56,Not Churned
4398,Male,57,One Year,82.19,1368.74,Churned
4399,Female,67,Two Year,32.95,4845.92,Not Churned
4400,Female,34,Month-to-Month,38.59,2741.71,Not Churned
4401,Male,30,One Year,80.7,3339.81,Not Churned
4402,Female,30,Two Year,70.47,3341.82,Not Churned
4403,Male,19,One Year,33.24,2063.07,Churned
4404,Male,38,One Year,84.26,4165.93,Not Churned
4405,Female,60,Month-to-Month,73.39,1840.61,Churned
4406,Male,44,One Year,30.45,3636.87,Not Churned
4407,Female,24,One Year,43.46,1569.37,Churned
4408,Male,37,Month-to-Month,64.23,874.55,Churned
4409,Male,56,Two Year,48.28,4505.44,Not Churned
4410,Male,62,One Year,46.76,2036.72,Churned
4411,Female,70,Two Year,88.97,4117.22,Not Churned
4412,Male,28,One Year,91.03,4702.02,Not Churned
4413,Male,29,One Year,46.15,2205.75,Churned
4414,Female,40,Two Year,93.75,2064.3,Churned
4415,Male,69,Month-to-Month,76.47,2523.76,Churned
4416,Male,54,Month-to-Month,49.81,2518.51,Churned
4417,Female,55,Month-to-Month,91.95,4028.29,Not Churned
4418,Female,20,Two Year,79.96,2085.16,Not Churned
4419,Female,54,One Year,58.43,3625.15,Churned
4420,Female,56,Month-to-Month,61.68,2983.34,Churned
4421,Female,62,One Year,93.04,2423.38,Not Churned
4422,Male,31,Two Year,56.52,849.88,Not Churned
4423,Female,42,Month-to-Month,88.43,1693.98,Not Churned
4424,Female,18,Month-to-Month,88.35,920.72,Churned
4425,Female,68,Month-to-Month,82.01,3581.85,Not Churned
4426,Male,51,Month-to-Month,71.27,3622.76,Churned
4427,Female,40,Two Year,96.76,4199.5,Churned
4428,Female,46,One Year,82.78,2261.68,Not Churned
4429,Female,31,Two Year,48.43,2158.71,Not Churned
4430,Male,31,One Year,57.57,4246.54,Churned
4431,Male,35,Two Year,69.41,927.35,Not Churned
4432,Male,22,Month-to-Month,64.72,2655.54,Not Churned
4433,Male,57,One Year,46.72,1593.01,Churned
4434,Female,38,Month-to-Month,48.03,3111.32,Churned
4435,Female,31,Two Year,81.73,4605.95,Not Churned
4436,Female,66,Month-to-Month,96.41,4657.36,Not Churned
4437,Male,42,Month-to-Month,75.25,1823.2,Churned
4438,Female,38,Month-to-Month,77.89,1520.5,Churned
4439,Female,45,Month-to-Month,89.54,1515.38,Not Churned
4440,Male,28,One Year,49.74,3758.78,Churned
4441,Male,20,One Year,49.31,4387.24,Not Churned
4442,Male,33,Two Year,51.4,839.94,Churned
4443,Female,56,Month-to-Month,70.81,1230.99,Not Churned
4444,Female,56,One Year,56.26,1036.55,Not Churned
4445,Male,61,Two Year,41.08,2750.51,Churned
4446,Female,21,Two Year,52.21,1327.47,Not Churned
4447,Female,47,Month-to-Month,59.59,2422.96,Not Churned
4448,Female,37,Two Year,45.99,3272.24,Not Churned
4449,Male,26,One Year,63.37,1647.05,Churned
4450,Male,48,Two Year,48.44,3527.65,Not Churned
4451,Female,38,Two Year,39.31,2084.89,Churned
4452,Male,35,One Year,51.29,574.94,Not Churned
4453,Male,34,One Year,75.79,4035.09,Not Churned
4454,Female,30,Month-to-Month,38.42,4017.09,Churned
4455,Female,19,Month-to-Month,73.31,3316.73,Churned
4456,Female,40,One Year,47.72,4596.7,Churned
4457,Female,61,Two Year,82.92,549.93,Not Churned
4458,Female,53,One Year,56.23,4980.91,Not Churned
4459,Male,60,One Year,59.61,4015.98,Not Churned
4460,Female,55,Month-to-Month,86.86,2453.55,Not Churned
4461,Female,57,Two Year,69.6,2206.41,Churned
4462,Male,38,Month-to-Month,86.04,2330.19,Churned
4463,Male,26,Two Year,38.62,4202.66,Not Churned
4464,Male,38,Two Year,90.53,4666.42,Not Churned
4465,Male,22,Two Year,79.76,2341.04,Churned
4466,Female,28,Two Year,50.65,1487.28,Churned
4467,Female,49,Month-to-Month,46.2,3794.05,Churned
4468,Male,30,Two Year,51.49,3805.53,Churned
4469,Female,29,One Year,49.94,1019.48,Not Churned
4470,Female,55,Two Year,50.28,2821.26,Not Churned
4471,Female,22,One Year,82.74,4446.42,Not Churned
4472,Male,27,One Year,64.36,4630.61,Churned
4473,Male,24,Month-to-Month,51.86,1064.86,Not Churned
4474,Female,63,Month-to-Month,41.25,2343.87,Churned
4475,Female,39,Two Year,64.55,4579.59,Churned
4476,Male,36,One Year,81.24,587.76,Churned
4477,Male,31,One Year,66.91,3434.55,Churned
4478,Female,68,Two Year,64.18,1605.91,Churned
4479,Male,29,One Year,93.52,1134.11,Not Churned
4480,Female,28,Month-to-Month,77.27,2271.52,Not Churned
4481,Female,31,Two Year,77.96,3929.73,Not Churned
4482,Male,53,Month-to-Month,68.06,3560.3,Churned
4483,Female,65,Month-to-Month,67.11,3722.63,Not Churned
4484,Female,41,Two Year,33.88,2536.0,Churned
4485,Female,24,Month-to-Month,76.74,1622.1,Churned
4486,Female,19,Two Year,38.44,4706.81,Not Churned
4487,Female,23,Month-to-Month,33.28,4017.3,Churned
4488,Female,34,One Year,44.45,2558.75,Churned
4489,Female,20,Two Year,61.97,1650.58,Not Churned
4490,Male,42,Two Year,42.38,4899.94,Not Churned
4491,Female,30,Two Year,36.05,2124.08,Not Churned
4492,Male,38,One Year,57.76,836.93,Not Churned
4493,Male,62,Month-to-Month,56.82,1371.5,Not Churned
4494,Male,52,One Year,59.41,3945.41,Not Churned
4495,Female,24,Two Year,93.75,3429.21,Not Churned
4496,Female,54,Two Year,39.25,4943.36,Not Churned
4497,Female,29,One Year,84.66,1115.43,Not Churned
4498,Male,20,One Year,53.71,1736.63,Churned
4499,Female,45,Month-to-Month,96.33,629.2,Churned
4500,Female,47,Two Year,80.15,1546.28,Churned
4501,Female,68,One Year,59.71,3716.79,Not Churned
4502,Female,22,One Year,90.29,4628.86,Churned
4503,Female,51,One Year,76.36,2119.25,Not Churned
4504,Female,29,Month-to-Month,74.94,1811.25,Churned
4505,Female,55,Two Year,48.96,2903.57,Not Churned
4506,Male,57,Month-to-Month,60.52,1651.9,Not Churned
4507,Female,24,Month-to-Month,98.21,3486.56,Not Churned
4508,Female,68,One Year,91.2,2534.75,Churned
4509,Female,47,One Year,90.94,2222.73,Churned
4510,Female,31,Month-to-Month,91.8,4746.72,Not Churned
4511,Male,33,Month-to-Month,99.88,2658.08,Not Churned
4512,Female,54,Two Year,79.53,558.18,Not Churned
4513,Female,59,Month-to-Month,75.02,1834.19,Not Churned
4514,Male,27,Month-to-Month,84.53,4339.06,Not Churned
4515,Male,21,Month-to-Month,71.17,4998.89,Not Churned
4516,Female,54,Month-to-Month,61.83,4712.12,Not Churned
4517,Female,35,Two Year,82.89,4748.31,Churned
4518,Female,39,Month-to-Month,65.92,3093.08,Not Churned
4519,Male,62,Month-to-Month,49.22,4113.0,Not Churned
4520,Female,28,Month-to-Month,91.29,1526.62,Churned
4521,Male,45,Two Year,90.38,2915.87,Not Churned
4522,Male,69,Month-to-Month,98.47,3005.14,Not Churned
4523,Male,63,One Year,34.92,2326.15,Churned
4524,Female,33,Two Year,88.96,1976.15,Not Churned
4525,Female,54,Month-to-Month,96.2,965.28,Churned
4526,Male,44,Month-to-Month,53.73,4761.55,Not Churned
4527,Female,50,One Year,92.55,957.81,Churned
4528,Male,68,Two Year,96.73,2846.2,Not Churned
4529,Female,34,One Year,77.3,2749.52,Not Churned
4530,Female,35,One Year,47.01,3251.3,Not Churned
4531,Female,53,Month-to-Month,79.41,4327.79,Churned
4532,Female,47,Two Year,77.32,2828.47,Not Churned
4533,Male,53,Two Year,51.91,4890.21,Not Churned
4534,Female,63,Two Year,46.6,867.73,Churned
4535,Male,27,One Year,97.19,4835.78,Not Churned
4536,Male,49,Month-to-Month,73.03,2377.58,Churned
4537,Female,53,Two Year,85.38,1983.79,Not Churned
4538,Female,49,One Year,83.82,919.9,Not Churned
4539,Male,30,One Year,74.2,1785.92,Not Churned
4540,Female,19,One Year,93.19,4458.61,Not Churned
4541,Female,31,Month-to-Month,92.77,2962.8,Churned
4542,Male,29,Two Year,35.88,1449.33,Not Churned
4543,Female,33,Month-to-Month,91.12,4029.59,Not Churned
4544,Male,43,Two Year,55.88,4337.54,Churned
4545,Male,24,Month-to-Month,38.92,1652.82,Churned
4546,Female,53,Two Year,49.19,933.93,Churned
4547,Male,30,Month-to-Month,30.25,3743.33,Not Churned
4548,Female,39,Month-to-Month,51.76,549.72,Churned
4549,Female,46,Two Year,47.37,4865.3,Not Churned
4550,Male,47,Two Year,97.6,3649.88,Churned
4551,Male,33,Two Year,97.15,3465.29,Churned
4552,Female,56,Two Year,80.74,3519.68,Churned
4553,Female,30,Month-to-Month,83.94,3187.63,Not Churned
4554,Male,44,Two Year,71.59,2845.82,Not Churned
4555,Female,61,Month-to-Month,74.71,4017.07,Not Churned
4556,Male,40,Month-to-Month,92.24,1655.69,Not Churned
4557,Male,37,One Year,86.26,1964.8,Not Churned
4558,Male,46,Month-to-Month,90.1,1433.76,Not Churned
4559,Female,33,One Year,79.02,3570.23,Churned
4560,Male,68,Month-to-Month,85.95,2799.86,Not Churned
4561,Male,69,One Year,92.91,3192.49,Not Churned
4562,Male,29,Month-to-Month,32.54,3647.98,Churned
4563,Male,70,Month-to-Month,32.52,1556.48,Not Churned
4564,Male,46,One Year,39.14,2170.19,Not Churned
4565,Female,48,One Year,44.6,4046.01,Churned
4566,Female,31,Two Year,37.66,3616.75,Not Churned
4567,Female,61,Two Year,56.67,2668.28,Churned
4568,Male,23,Two Year,40.74,3202.95,Not Churned
4569,Male,35,Month-to-Month,31.67,868.26,Churned
4570,Female,24,Month-to-Month,84.97,1260.75,Not Churned
4571,Female,55,Month-to-Month,95.92,655.05,Not Churned
4572,Male,19,Two Year,88.78,1424.77,Churned
4573,Female,24,One Year,39.02,3845.73,Not Churned
4574,Female,33,Month-to-Month,98.8,3785.31,Churned
4575,Female,38,Two Year,80.48,3685.26,Churned
4576,Male,23,One Year,38.64,4913.29,Churned
4577,Male,69,One Year,88.2,501.47,Churned
4578,Male,30,Month-to-Month,45.5,4458.3,Not Churned
4579,Male,67,Two Year,95.36,1484.8,Churned
4580,Female,55,Month-to-Month,52.9,1633.74,Churned
4581,Male,26,One Year,72.04,1225.63,Not Churned
4582,Female,29,One Year,76.02,3656.36,Churned
4583,Male,70,One Year,53.55,3671.49,Not Churned
4584,Female,45,Month-to-Month,99.83,4442.24,Not Churned
4585,Female,32,Month-to-Month,51.17,4654.48,Not Churned
4586,Male,45,One Year,56.31,3695.47,Churned
4587,Male,33,One Year,53.37,1844.29,Churned
4588,Female,70,One Year,32.28,3513.77,Not Churned
4589,Male,59,Two Year,36.25,3408.37,Churned
4590,Female,56,Month-to-Month,72.71,3127.9,Not Churned
4591,Female,28,Month-to-Month,98.58,4152.68,Churned
4592,Male,36,Two Year,98.63,4150.94,Churned
4593,Male,42,Month-to-Month,50.02,3366.61,Churned
4594,Male,68,One Year,58.31,864.4,Not Churned
4595,Male,21,Two Year,83.98,2832.75,Not Churned
4596,Male,40,Two Year,36.85,4538.53,Not Churned
4597,Male,43,Month-to-Month,83.03,2542.79,Not Churned
4598,Female,22,Month-to-Month,91.97,1407.56,Not Churned
4599,Female,55,Two Year,40.17,788.51,Not Churned
4600,Female,53,Month-to-Month,76.88,2244.33,Not Churned
4601,Female,35,One Year,89.07,2110.5,Churned
4602,Male,70,Month-to-Month,74.32,4692.41,Churned
4603,Female,26,Month-to-Month,89.09,4594.25,Churned
4604,Female,63,One Year,35.95,4441.66,Not Churned
4605,Male,66,Two Year,37.04,3172.32,Churned
4606,Male,67,One Year,99.37,4985.15,Not Churned
4607,Female,70,Month-to-Month,59.32,1064.31,Not Churned
4608,Female,27,One Year,33.98,987.19,Churned
4609,Female,59,Month-to-Month,61.04,3755.75,Not Churned
4610,Male,61,Month-to-Month,72.18,1835.24,Not Churned
4611,Male,31,Two Year,75.27,1422.88,Churned
4612,Male,41,One Year,32.74,1378.16,Churned
4613,Female,69,Two Year,90.79,2314.58,Not Churned
4614,Female,43,Month-to-Month,63.73,620.94,Churned
4615,Male,65,Two Year,90.38,1412.14,Not Churned
4616,Female,64,One Year,96.37,792.08,Not Churned
4617,Male,65,Month-to-Month,74.05,3245.15,Not Churned
4618,Female,29,Two Year,88.71,2592.48,Not Churned
4619,Female,43,One Year,35.04,3512.43,Churned
4620,Male,52,Two Year,46.88,3012.17,Churned
4621,Male,21,Two Year,30.68,4735.09,Not Churned
4622,Female,58,Month-to-Month,57.17,1491.89,Not Churned
4623,Female,35,One Year,66.47,3220.92,Not Churned
4624,Female,26,Month-to-Month,63.13,3842.17,Churned
4625,Female,39,One Year,49.09,3083.42,Not Churned
4626,Male,34,One Year,44.1,4319.24,Churned
4627,Male,46,Two Year,36.85,4641.04,Churned
4628,Female,33,Two Year,89.32,3161.57,Not Churned
4629,Male,69,Month-to-Month,50.9,3220.99,Churned
4630,Male,41,Month-to-Month,99.15,1801.13,Not Churned
4631,Female,19,Month-to-Month,71.13,2658.8,Churned
4632,Female,27,Two Year,56.54,4161.29,Churned
4633,Female,44,Month-to-Month,65.6,4066.44,Churned
4634,Male,53,One Year,93.59,950.82,Not Churned
4635,Female,22,One Year,97.85,1387.59,Churned
4636,Male,32,Two Year,97.22,1235.45,Churned
4637,Male,58,One Year,59.71,3852.88,Not Churned
4638,Female,54,Month-to-Month,63.65,2439.21,Not Churned
4639,Female,24,Two Year,99.7,1571.85,Churned
4640,Male,22,Two Year,88.86,3796.44,Not Churned
4641,Female,28,Month-to-Month,65.89,4398.59,Not Churned
4642,Male,31,Two Year,92.74,1617.82,Not Churned
4643,Female,51,Two Year,90.26,1694.4,Churned
4644,Female,65,One Year,66.21,4371.52,Churned
4645,Female,32,Two Year,90.79,4260.29,Churned
4646,Male,49,One Year,61.21,2720.54,Not Churned
4647,Female,52,Month-to-Month,36.06,1109.96,Not Churned
4648,Male,58,Month-to-Month,30.67,1661.95,Not Churned
4649,Female,69,One Year,33.39,1164.93,Not Churned
4650,Male,46,Month-to-Month,55.78,1016.77,Not Churned
4651,Female,65,Two Year,30.35,3180.89,Churned
4652,Male,25,Two Year,81.89,3292.23,Not Churned
4653,Female,24,Month-to-Month,99.14,3809.76,Churned
4654,Male,70,One Year,82.04,3899.07,Not Churned
4655,Female,42,Month-to-Month,64.03,3416.62,Not Churned
4656,Male,62,Two Year,98.63,4889.66,Not Churned
4657,Female,69,One Year,59.09,1905.32,Not Churned
4658,Male,35,Month-to-Month,70.43,2958.18,Not Churned
4659,Female,40,Month-to-Month,94.97,3657.9,Not Churned
4660,Female,38,One Year,84.83,1675.84,Not Churned
4661,Female,28,Month-to-Month,94.45,2296.19,Churned
4662,Female,23,Month-to-Month,65.72,2028.04,Not Churned
4663,Female,57,One Year,48.35,4918.2,Churned
4664,Male,53,Month-to-Month,41.51,1795.11,Churned
4665,Male,37,Two Year,48.9,3808.68,Churned
4666,Female,69,One Year,82.57,4667.33,Not Churned
4667,Male,51,Two Year,45.83,2673.33,Churned
4668,Female,23,One Year,96.66,3476.46,Churned
4669,Male,44,Month-to-Month,63.16,3367.44,Not Churned
4670,Female,23,Month-to-Month,86.2,1609.64,Not Churned
4671,Female,27,One Year,69.82,1326.38,Not Churned
4672,Female,37,One Year,69.92,2886.6,Not Churned
4673,Male,44,Month-to-Month,37.97,4949.11,Not Churned
4674,Male,29,One Year,39.9,2730.52,Not Churned
4675,Female,19,Two Year,69.96,4749.65,Churned
4676,Female,69,One Year,75.17,3540.75,Churned
4677,Female,24,Month-to-Month,68.02,3571.66,Not Churned
4678,Female,70,Two Year,45.1,1515.8,Not Churned
4679,Male,67,Two Year,52.81,4003.81,Not Churned
4680,Female,63,Month-to-Month,83.68,3766.81,Not Churned
4681,Female,68,Month-to-Month,52.2,1889.67,Churned
4682,Female,39,Two Year,48.59,1382.25,Not Churned
4683,Female,33,One Year,42.07,826.75,Churned
4684,Female,19,Two Year,88.69,4177.41,Not Churned
4685,Male,59,One Year,92.81,4800.38,Not Churned
4686,Female,22,Two Year,93.85,2035.91,Not Churned
4687,Female,24,One Year,81.78,2651.74,Not Churned
4688,Female,19,Month-to-Month,89.3,2065.29,Churned
4689,Male,32,One Year,35.55,4916.22,Churned
4690,Male,35,One Year,70.25,4210.45,Churned
4691,Female,25,Month-to-Month,57.63,3855.79,Not Churned
4692,Male,30,One Year,93.84,1598.54,Churned
4693,Female,30,Month-to-Month,47.9,4698.06,Not Churned
4694,Male,34,Two Year,91.76,1631.14,Churned
4695,Female,67,Two Year,93.93,2872.55,Not Churned
4696,Female,68,One Year,63.09,3755.25,Churned
4697,Female,56,Two Year,31.32,513.93,Not Churned
4698,Male,31,One Year,64.51,3989.07,Churned
4699,Female,39,Two Year,94.35,4011.2,Churned
4700,Male,58,Month-to-Month,70.21,2892.12,Not Churned
4701,Male,32,Month-to-Month,87.48,3957.82,Churned
4702,Male,40,Month-to-Month,57.24,1330.49,Churned
4703,Female,62,Month-to-Month,68.89,4363.84,Churned
4704,Male,20,One Year,58.84,3701.07,Not Churned
4705,Male,69,Two Year,95.6,680.96,Churned
4706,Male,59,Month-to-Month,45.22,4346.36,Churned
4707,Female,33,One Year,73.41,1655.98,Churned
4708,Female,45,Two Year,75.74,2494.94,Not Churned
4709,Male,21,Month-to-Month,30.55,2048.32,Not Churned
4710,Female,20,Two Year,37.85,4116.6,Churned
4711,Female,52,Month-to-Month,58.92,1810.69,Not Churned
4712,Female,59,One Year,75.62,4495.89,Not Churned
4713,Female,61,Month-to-Month,72.5,4776.61,Churned
4714,Female,49,One Year,39.72,4712.5,Not Churned
4715,Female,63,Two Year,74.48,1134.39,Not Churned
4716,Female,55,One Year,54.48,1135.82,Churned
4717,Female,53,One Year,41.6,3541.83,Churned
4718,Female,54,Two Year,38.38,1721.43,Churned
4719,Male,23,Two Year,70.82,2014.71,Churned
4720,Male,29,One Year,50.5,1284.02,Churned
4721,Male,18,Month-to-Month,33.32,2226.21,Churned
4722,Male,23,One Year,84.89,4311.55,Not Churned
4723,Male,65,Two Year,39.7,1891.05,Churned
4724,Female,45,Month-to-Month,88.33,3060.12,Not Churned
4725,Female,70,Two Year,63.85,2765.15,Churned
4726,Female,28,One Year,41.14,3634.83,Not Churned
4727,Male,44,Two Year,46.4,1885.09,Not Churned
4728,Female,55,Month-to-Month,97.49,4042.86,Churned
4729,Female,21,Two Year,89.79,1549.82,Churned
4730,Female,59,One Year,40.3,4776.46,Not Churned
4731,Male,41,Two Year,57.4,1772.51,Churned
4732,Female,20,Month-to-Month,43.86,1739.87,Churned
4733,Female,69,One Year,74.7,1833.73,Not Churned
4734,Male,69,Month-to-Month,63.96,4857.47,Not Churned
4735,Female,60,Two Year,66.43,911.11,Churned
4736,Male,52,Month-to-Month,51.6,652.68,Not Churned
4737,Male,52,Month-to-Month,57.52,4534.16,Not Churned
4738,Female,53,Two Year,38.78,1984.28,Churned
4739,Female,32,Two Year,87.46,3958.59,Churned
4740,Female,52,One Year,34.93,3203.48,Churned
4741,Female,69,One Year,62.97,2481.16,Churned
4742,Female,46,Two Year,43.34,4621.21,Churned
4743,Female,48,Two Year,69.77,3456.49,Churned
4744,Male,45,Month-to-Month,97.42,1254.66,Churned
4745,Female,65,Two Year,65.42,2193.84,Not Churned
4746,Male,63,Month-to-Month,62.91,4015.89,Not Churned
4747,Male,43,One Year,69.71,3667.26,Churned
4748,Female,53,Month-to-Month,55.52,3554.61,Churned
4749,Female,58,Two Year,65.96,4748.02,Churned
4750,Male,34,One Year,43.1,876.44,Churned
4751,Male,66,One Year,84.5,2498.55,Churned
4752,Female,59,Two Year,37.17,2043.66,Not Churned
4753,Male,64,Month-to-Month,87.62,1993.23,Churned
4754,Male,59,Two Year,32.95,3186.29,Not Churned
4755,Male,29,Month-to-Month,98.32,768.19,Not Churned
4756,Female,68,Two Year,65.82,4048.22,Churned
4757,Female,24,One Year,33.27,627.77,Not Churned
4758,Female,38,One Year,99.15,1132.06,Not Churned
4759,Male,22,Two Year,51.94,2044.01,Churned
4760,Male,47,Two Year,94.71,2751.01,Churned
4761,Male,61,One Year,69.22,3259.66,Not Churned
4762,Female,41,Two Year,37.61,2209.22,Not Churned
4763,Female,53,One Year,30.73,3950.17,Not Churned
4764,Male,31,Month-to-Month,79.34,1931.64,Churned
4765,Male,34,Month-to-Month,62.63,1166.12,Churned
4766,Female,32,One Year,85.79,4859.37,Churned
4767,Male,42,One Year,64.83,4895.72,Churned
4768,Male,56,Month-to-Month,63.44,2689.89,Churned
4769,Female,20,One Year,38.07,1133.07,Churned
4770,Male,55,Month-to-Month,45.8,3270.04,Not Churned
4771,Male,26,Two Year,58.82,2131.12,Churned
4772,Male,40,Two Year,88.5,1769.04,Churned
4773,Male,20,Two Year,51.3,783.85,Churned
4774,Male,41,Month-to-Month,88.2,1494.5,Churned
4775,Male,20,Month-to-Month,30.58,2288.61,Not Churned
4776,Female,56,One Year,32.86,2198.08,Not Churned
4777,Male,36,One Year,78.68,970.14,Not Churned
4778,Female,49,Month-to-Month,86.02,1579.64,Churned
4779,Male,18,One Year,77.73,4422.67,Not Churned
4780,Male,39,One Year,84.05,4468.33,Churned
4781,Male,70,Month-to-Month,54.39,4611.25,Not Churned
4782,Male,44,Month-to-Month,49.05,2861.82,Not Churned
4783,Male,57,Month-to-Month,60.4,1197.63,Churned
4784,Male,61,One Year,34.84,4961.84,Not Churned
4785,Female,42,Month-to-Month,46.53,4005.24,Not Churned
4786,Male,59,One Year,53.24,4745.17,Not Churned
4787,Male,18,Two Year,99.44,4449.94,Churned
4788,Male,61,One Year,45.89,1811.12,Churned
4789,Male,35,Month-to-Month,67.86,503.07,Not Churned
4790,Female,56,One Year,50.14,687.5,Not Churned
4791,Male,35,Month-to-Month,81.86,1498.07,Not Churned
4792,Female,54,Month-to-Month,78.77,4645.44,Not Churned
4793,Female,18,One Year,84.17,982.03,Not Churned
4794,Male,36,Month-to-Month,41.08,3817.28,Not Churned
4795,Male,52,One Year,52.59,4292.83,Not Churned
4796,Female,21,Two Year,98.43,3730.41,Churned
4797,Female,39,Month-to-Month,62.28,1060.34,Churned
4798,Female,36,Two Year,75.35,2789.8,Churned
4799,Female,52,Month-to-Month,36.42,4790.13,Churned
4800,Female,56,One Year,86.98,785.45,Churned
4801,Male,59,Month-to-Month,80.95,4276.75,Churned
4802,Male,41,Two Year,37.75,3215.44,Churned
4803,Female,20,Month-to-Month,84.13,3524.75,Churned
4804,Female,19,Two Year,40.32,3427.4,Churned
4805,Female,63,Two Year,74.78,1374.52,Churned
4806,Male,28,Month-to-Month,98.48,3489.45,Not Churned
4807,Female,55,Two Year,43.07,3841.28,Churned
4808,Female,40,Two Year,81.0,3227.65,Churned
4809,Male,43,Month-to-Month,96.18,2646.96,Not Churned
4810,Male,47,Two Year,58.03,1657.47,Churned
4811,Male,58,One Year,73.16,3818.98,Not Churned
4812,Male,51,Two Year,70.95,2215.08,Not Churned
